n_modules,topology,link_noise,cgcs,z,shared_profile,collapse_residual,abs_residual
16,erdos_renyi,0.265,0.004453708689320289,2.95722578617071,0.049396109718220615,-0.044942401028900326,0.044942401028900326
16,erdos_renyi,0.27,0.0013658746952569165,3.066752667139996,0.04449969842404067,-0.04313382372878375,0.04313382372878375
16,erdos_renyi,0.275,0.0004981584468928038,3.176279548109281,0.04006818807312429,-0.03957002962623148,0.03957002962623148
16,erdos_renyi,0.28,0.0,3.285806429078567,0.03606133497457631,-0.03606133497457631,0.03606133497457631
16,erdos_renyi,0.28500000000000003,0.0,3.3953333100478527,0.03244162903294978,-0.03244162903294978,0.03244162903294978
16,erdos_renyi,0.29,0.0,3.504860191017137,0.029174259519345602,-0.029174259519345602,0.029174259519345602
16,erdos_renyi,0.295,0.0,3.614387071986423,0.02622704419458244,-0.02622704419458244,0.02622704419458244
16,erdos_renyi,0.3,0.0,3.723913952955708,0.023570331255208687,-0.023570331255208687,0.023570331255208687
16,erdos_renyi,0.305,0.0,3.833440833924994,0.02117688202276824,-0.02117688202276824,0.02117688202276824
16,erdos_renyi,0.31,0.0,3.9429677148942797,0.019021740891618788,-0.019021740891618788,0.019021740891618788
16,erdos_renyi,0.315,0.0,4.052494595863565,0.01708209780611436,-0.01708209780611436,0.01708209780611436
16,erdos_renyi,0.32,0.0,4.162021476832851,0.015337147456714217,-0.015337147456714217,0.015337147456714217
16,erdos_renyi,0.325,0.0,4.2715483578021365,0.013767948460830959,-0.013767948460830959,0.013767948460830959
16,erdos_renyi,0.33,0.0,4.381075238771422,0.012357285016770025,-0.012357285016770025,0.012357285016770025
16,erdos_renyi,0.335,0.0,4.490602119740708,0.011089532873889363,-0.011089532873889363,0.011089532873889363
16,erdos_renyi,0.34,0.0,4.600129000709994,0.009950530933762303,-0.009950530933762303,0.009950530933762303
16,erdos_renyi,0.34500000000000003,0.0,4.7096558816792795,0.008927459370235424,-0.008927459370235424,0.008927459370235424
16,erdos_renyi,0.35000000000000003,0.0,4.819182762648564,0.008008724816116697,-0.008008724816116697,0.008008724816116697
16,erdos_renyi,0.355,0.0,4.928709643617849,0.007183852897219678,-0.007183852897219678,0.007183852897219678
16,erdos_renyi,0.36,0.0,5.038236524587135,0.006443388188402177,-0.006443388188402177,0.006443388188402177
16,erdos_renyi,0.365,0.0,5.147763405556421,0.005778801510358367,-0.005778801510358367,0.005778801510358367
16,erdos_renyi,0.37,0.0,5.2572902865257065,0.005182404370925209,-0.005182404370925209,0.005182404370925209
16,erdos_renyi,0.375,0.0,5.366817167494991,0.004647270272631343,-0.004647270272631343,0.004647270272631343
